Day,Month,Year,Sample_DOY,Plot,Heat_Treatment,Genus,Species,Miscellaneous,Subspecies,Other,Prev_names,Mass_g_per_m2,lbs_per_acre
15,8,2011,227,291,Low,Petalostemum,purpureum,NA,NA,NA,NA,359.57,3138.6865299999995
15,8,2011,227,291,Low,Poa,pratensis,NA,NA,NA,NA,0.07,0.61103
15,8,2011,227,291,Low,Rumex,acetosella,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,291,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,295,Control,Achillea,millefolium,NA,lanulosa,NA,NA,4.63,40.41526999999999
15,8,2011,227,295,Control,Amorpha,canescens,NA,NA,NA,NA,17.63,153.89226999999997
15,8,2011,227,295,Control,Andropogon,gerardi,NA,NA,NA,NA,108.5,947.0964999999999
15,8,2011,227,295,Control,Asclepias,tuberosa,NA,NA,NA,NA,1.93,16.84697
15,8,2011,227,295,Control,Bouteloua,gracilis,NA,NA,NA,NA,3.07,26.798029999999997
15,8,2011,227,295,Control,Coreopsis,palmata,NA,NA,NA,NA,13.9,121.33309999999999
15,8,2011,227,295,Control,Cyperus,NA,NA,NA,NA,NA,0.1,0.8729
15,8,2011,227,295,Control,Lespedeza,capitata,NA,NA,NA,NA,11.63,101.51827
15,8,2011,227,295,Control,Lupinus,perennis,NA,NA,NA,NA,122.97,1073.4051299999999
15,8,2011,227,295,Control,Oxybaphus,hirsutus,NA,NA,NA,NA,0.57,4.975529999999999
15,8,2011,227,295,Control,Panicum,oligosanthes,NA,NA,NA,NA,1.4,12.220599999999997
15,8,2011,227,295,Control,Poa,pratensis,NA,NA,NA,NA,23.97,209.23412999999996
15,8,2011,227,295,Control,Schizachyrium,scoparium,NA,NA,NA,NA,135.8,1185.3982
15,8,2011,227,295,Control,Solidago,nemoralis,NA,NA,NA,NA,5.27,46.00182999999999
15,8,2011,227,295,Control,Solidago,rigida,NA,NA,NA,NA,6.23,54.38167
15,8,2011,227,295,Control,Sorghastrum,nutans,NA,NA,NA,NA,76.37,666.63373
15,8,2011,227,295,High,Andropogon,gerardi,NA,NA,NA,NA,209.27,1826.7178299999998
15,8,2011,227,295,High,Bouteloua,gracilis,NA,NA,NA,NA,3.63,31.686269999999997
15,8,2011,227,295,High,Coreopsis,palmata,NA,NA,NA,NA,10.97,95.75713
15,8,2011,227,295,High,Cyperus,NA,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,295,High,Lespedeza,capitata,NA,NA,NA,NA,9.67,84.40942999999999
15,8,2011,227,295,High,Liatris,NA,NA,NA,NA,NA,3.8,33.170199999999994
15,8,2011,227,295,High,Lupinus,perennis,NA,NA,NA,NA,73.5,641.5814999999999
15,8,2011,227,295,High,Panicum,oligosanthes,NA,NA,NA,NA,1.97,17.196129999999997
15,8,2011,227,295,High,Panicum,virgatum,NA,NA,NA,NA,0.97,8.46713
15,8,2011,227,295,High,Petalostemum,candidum,NA,NA,NA,NA,12.63,110.24727
15,8,2011,227,295,High,Petalostemum,purpureum,NA,NA,NA,NA,6.77,59.09532999999999
15,8,2011,227,295,High,Petalostemum,villosum,NA,NA,NA,NA,7,61.102999999999994
15,8,2011,227,295,High,Physalis,virginiana,NA,NA,NA,NA,7.3,63.72169999999999
15,8,2011,227,295,High,Poa,pratensis,NA,NA,NA,NA,47.43,414.01646999999997
15,8,2011,227,295,High,Schizachyrium,scoparium,NA,NA,NA,NA,54.67,477.21443
15,8,2011,227,295,High,Solidago,nemoralis,NA,NA,NA,NA,2.17,18.94193
15,8,2011,227,295,High,Sorghastrum,nutans,NA,NA,NA,NA,13.8,120.4602
15,8,2011,227,295,High,Sporobolus,cryptandrus,NA,NA,NA,NA,0.43,3.7534699999999996
15,8,2011,227,295,Low,Achillea,millefolium,NA,lanulosa,NA,NA,0.97,8.46713
15,8,2011,227,295,Low,Amorpha,canescens,NA,NA,NA,NA,14.23,124.21367
15,8,2011,227,295,Low,Andropogon,gerardi,NA,NA,NA,NA,43.8,382.33019999999993
15,8,2011,227,295,Low,Bouteloua,gracilis,NA,NA,NA,NA,7.7,67.21329999999999
15,8,2011,227,295,Low,Coreopsis,palmata,NA,NA,NA,NA,21.03,183.57086999999999
15,8,2011,227,295,Low,Lespedeza,capitata,NA,NA,NA,NA,38.33,334.58257
15,8,2011,227,295,Low,Liatris,NA,NA,NA,NA,NA,1.27,11.08583
15,8,2011,227,295,Low,Lupinus,perennis,NA,NA,NA,NA,56.23,490.8316699999999
15,8,2011,227,295,Low,Panicum,oligosanthes,NA,NA,NA,NA,0.57,4.975529999999999
15,8,2011,227,295,Low,Petalostemum,purpureum,NA,NA,NA,NA,28.97,252.87912999999998
15,8,2011,227,295,Low,Poa,pratensis,NA,NA,NA,NA,59.1,515.8838999999999
15,8,2011,227,295,Low,Schizachyrium,scoparium,NA,NA,NA,NA,11.33,98.89957
15,8,2011,227,295,Low,Solidago,nemoralis,NA,NA,NA,NA,44.93,392.19397
15,8,2011,227,295,Low,Sorghastrum,nutans,NA,NA,NA,NA,20.73,180.95217
15,8,2011,227,295,Low,Sporobolus,cryptandrus,NA,NA,NA,NA,2.63,22.957269999999998
15,8,2011,227,299,Control,Amorpha,canescens,NA,NA,NA,NA,0.1,0.8729
15,8,2011,227,299,Control,Andropogon,gerardi,NA,NA,NA,NA,168.6,1471.7093999999997
15,8,2011,227,299,Control,Cyperus,NA,NA,NA,NA,NA,0.17,1.48393
15,8,2011,227,299,Control,Lespedeza,capitata,NA,NA,NA,NA,44.93,392.19397
15,8,2011,227,299,Control,Lupinus,perennis,NA,NA,NA,NA,88.37,771.38173
15,8,2011,227,299,Control,Oxybaphus,hirsutus,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,299,Control,Poa,pratensis,NA,NA,NA,NA,69.03,602.56287
15,8,2011,227,299,Control,Schizachyrium,scoparium,NA,NA,NA,NA,27.7,241.79329999999996
15,8,2011,227,299,Control,Sorghastrum,nutans,NA,NA,NA,NA,98.93,863.55997
15,8,2011,227,299,High,Andropogon,gerardi,NA,NA,NA,NA,130.57,1139.74553
15,8,2011,227,299,High,Lespedeza,capitata,NA,NA,NA,NA,53.43,466.39046999999994
15,8,2011,227,299,High,Liatris,NA,NA,NA,NA,NA,22.63,197.53726999999998
15,8,2011,227,299,High,Lupinus,perennis,NA,NA,NA,NA,135.33,1181.29557
15,8,2011,227,299,High,Panicum,virgatum,NA,NA,NA,NA,6.3,54.99269999999999
15,8,2011,227,299,High,Poa,pratensis,NA,NA,NA,NA,83.43,728.2604699999999
15,8,2011,227,299,High,Schizachyrium,scoparium,NA,NA,NA,NA,2.6,22.6954
15,8,2011,227,299,High,Sorghastrum,nutans,NA,NA,NA,NA,25.1,219.09789999999998
15,8,2011,227,299,Low,Amorpha,canescens,NA,NA,NA,NA,28,244.41199999999998
15,8,2011,227,299,Low,Andropogon,gerardi,NA,NA,NA,NA,237.53,2073.3993699999996
15,8,2011,227,299,Low,Bouteloua,gracilis,NA,NA,NA,NA,3.6,31.4244
15,8,2011,227,299,Low,Coreopsis,palmata,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,299,Low,Lespedeza,capitata,NA,NA,NA,NA,14.63,127.70527
15,8,2011,227,299,Low,Lupinus,perennis,NA,NA,NA,NA,85.93,750.08297
15,8,2011,227,299,Low,Panicum,virgatum,NA,NA,NA,NA,12.57,109.72353
15,8,2011,227,299,Low,Petalostemum,purpureum,NA,NA,NA,NA,14.6,127.44339999999998
15,8,2011,227,299,Low,Poa,pratensis,NA,NA,NA,NA,75.53,659.3013699999999
15,8,2011,227,299,Low,Schizachyrium,scoparium,NA,NA,NA,NA,62.4,544.6895999999999
15,8,2011,227,299,Low,Solidago,rigida,NA,NA,NA,NA,6.63,57.87326999999999
15,8,2011,227,299,Low,Sorghastrum,nutans,NA,NA,NA,NA,135.03,1178.67687
15,8,2011,227,301,Control,Achillea,millefolium,NA,lanulosa,NA,NA,0.47,4.1026299999999996
15,8,2011,227,301,Control,Amorpha,canescens,NA,NA,NA,NA,2.4,20.949599999999997
15,8,2011,227,301,Control,Andropogon,gerardi,NA,NA,NA,NA,92.13,804.2027699999999
15,8,2011,227,301,Control,Bouteloua,gracilis,NA,NA,NA,NA,1.03,8.99087
15,8,2011,227,301,Control,Cyperus,NA,NA,NA,NA,NA,0.87,7.59423
15,8,2011,227,301,Control,Koeleria,cristata,NA,NA,NA,NA,8.9,77.68809999999999
15,8,2011,227,301,Control,Lespedeza,capitata,NA,NA,NA,NA,53.87,470.2312299999999
15,8,2011,227,301,Control,Liatris,NA,NA,NA,NA,NA,51,445.179
15,8,2011,227,301,Control,Lupinus,perennis,NA,NA,NA,NA,20.83,181.82506999999998
15,8,2011,227,301,Control,Panicum,virgatum,NA,NA,NA,NA,1.83,15.97407
15,8,2011,227,301,Control,Poa,pratensis,NA,NA,NA,NA,30.73,268.24217
15,8,2011,227,301,Control,Schizachyrium,scoparium,NA,NA,NA,NA,91.63,799.8382699999999
15,8,2011,227,301,Control,Solidago,rigida,NA,NA,NA,NA,50.47,440.55262999999997
15,8,2011,227,301,Control,Sorghastrum,nutans,NA,NA,NA,NA,54.77,478.08733
15,8,2011,227,301,High,Andropogon,gerardi,NA,NA,NA,NA,114,995.1059999999999
15,8,2011,227,301,High,Cyperus,NA,NA,NA,NA,NA,0.57,4.975529999999999
15,8,2011,227,301,High,Erigeron,strigosus,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,301,High,Koeleria,cristata,NA,NA,NA,NA,0.53,4.62637
15,8,2011,227,301,High,Lespedeza,capitata,NA,NA,NA,NA,155.97,1361.46213
15,8,2011,227,301,High,Lupinus,perennis,NA,NA,NA,NA,51.13,446.31377
15,8,2011,227,301,High,Oxybaphus,hirsutus,NA,NA,NA,NA,9.93,86.67896999999999
15,8,2011,227,301,High,Panicum,oligosanthes,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,301,High,Poa,pratensis,NA,NA,NA,NA,24.77,216.21732999999998
15,8,2011,227,301,High,Schizachyrium,scoparium,NA,NA,NA,NA,190.1,1659.3828999999998
15,8,2011,227,301,High,Sorghastrum,nutans,NA,NA,NA,NA,21.2,185.05479999999997
15,8,2011,227,301,Low,Amorpha,canescens,NA,NA,NA,NA,12.8,111.7312
15,8,2011,227,301,Low,Andropogon,gerardi,NA,NA,NA,NA,103.07,899.6980299999999
15,8,2011,227,301,Low,Bouteloua,gracilis,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,301,Low,Lespedeza,capitata,NA,NA,NA,NA,108.47,946.83463
15,8,2011,227,301,Low,Lupinus,perennis,NA,NA,NA,NA,74.53,650.57237
15,8,2011,227,301,Low,Poa,pratensis,NA,NA,NA,NA,35.43,309.26847
15,8,2011,227,301,Low,Schizachyrium,scoparium,NA,NA,NA,NA,100.07,873.5110299999999
15,8,2011,227,301,Low,Solidago,rigida,NA,NA,NA,NA,1.6,13.9664
15,8,2011,227,301,Low,Sorghastrum,nutans,NA,NA,NA,NA,42.17,368.10193
15,8,2011,227,325,Control,Cyperus,NA,NA,NA,NA,NA,0.33,2.88057
15,8,2011,227,325,Control,Koeleria,cristata,NA,NA,NA,NA,75.07,655.2860299999999
15,8,2011,227,325,Control,Panicum,virgatum,NA,NA,NA,NA,6.23,54.38167
15,8,2011,227,325,Control,Petalostemum,purpureum,NA,NA,NA,NA,291.9,2547.9950999999996
15,8,2011,227,325,Control,Poa,pratensis,NA,NA,NA,NA,2.8,24.441199999999995
15,8,2011,227,325,Control,Schizachyrium,scoparium,NA,NA,NA,NA,0.67,5.84843
15,8,2011,227,325,Control,Solidago,rigida,NA,NA,NA,NA,60.9,531.5961
15,8,2011,227,325,High,Cyperus,NA,NA,NA,NA,NA,0.5,4.3645
15,8,2011,227,325,High,Koeleria,cristata,NA,NA,NA,NA,16.67,145.51243
15,8,2011,227,325,High,Lespedeza,capitata,NA,NA,NA,NA,0.47,4.1026299999999996
15,8,2011,227,325,High,Lupinus,perennis,NA,NA,NA,NA,0.17,1.48393
15,8,2011,227,325,High,Panicum,virgatum,NA,NA,NA,NA,47.2,412.0088
15,8,2011,227,325,High,Petalostemum,purpureum,NA,NA,NA,NA,302.83,2643.40307
15,8,2011,227,325,High,Poa,pratensis,NA,NA,NA,NA,6.13,53.50876999999999
15,8,2011,227,325,High,Schizachyrium,scoparium,NA,NA,NA,NA,0.8,6.9832
15,8,2011,227,325,High,Solidago,rigida,NA,NA,NA,NA,161.63,1410.86827
15,8,2011,227,325,Low,Bouteloua,gracilis,NA,NA,NA,NA,1.1,9.6019
15,8,2011,227,325,Low,Cyperus,NA,NA,NA,NA,NA,1.83,15.97407
15,8,2011,227,325,Low,Koeleria,cristata,NA,NA,NA,NA,42.63,372.11726999999996
15,8,2011,227,325,Low,Panicum,oligosanthes,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,325,Low,Panicum,virgatum,NA,NA,NA,NA,24.8,216.4792
15,8,2011,227,325,Low,Petalostemum,purpureum,NA,NA,NA,NA,229.73,2005.3131699999997
15,8,2011,227,325,Low,Poa,pratensis,NA,NA,NA,NA,1.67,14.577429999999998
15,8,2011,227,325,Low,Schizachyrium,scoparium,NA,NA,NA,NA,2.83,24.703069999999997
15,8,2011,227,325,Low,Solidago,rigida,NA,NA,NA,NA,132.5,1156.5925
15,8,2011,227,325,Low,Sorghastrum,nutans,NA,NA,NA,NA,0.33,2.88057
15,8,2011,227,328,Control,Amorpha,canescens,NA,NA,NA,NA,2.8,24.441199999999995
15,8,2011,227,328,Control,Andropogon,gerardi,NA,NA,NA,NA,88.2,769.8978
15,8,2011,227,328,Control,Cyperus,NA,NA,NA,NA,NA,0.6,5.237399999999999
15,8,2011,227,328,Control,Lespedeza,capitata,NA,NA,NA,NA,101.17,883.1129299999999
15,8,2011,227,328,Control,Liatris,NA,NA,NA,NA,NA,0.07,0.61103
15,8,2011,227,328,Control,Lupinus,perennis,NA,NA,NA,NA,55.17,481.57892999999996
15,8,2011,227,328,Control,Panicum,virgatum,NA,NA,NA,NA,1.07,9.34003
15,8,2011,227,328,Control,Petalostemum,purpureum,NA,NA,NA,NA,0.83,7.245069999999999
15,8,2011,227,328,Control,Poa,pratensis,NA,NA,NA,NA,80.13,699.4547699999999
15,8,2011,227,328,Control,Schizachyrium,scoparium,NA,NA,NA,NA,3.83,33.432069999999996
15,8,2011,227,328,High,Agropyron,repens,NA,NA,NA,NA,5.87,51.23923
15,8,2011,227,328,High,Andropogon,gerardi,NA,NA,NA,NA,348.07,3038.3030299999996
15,8,2011,227,328,High,Crepis,tectorum,NA,NA,NA,NA,4.43,38.66947
15,8,2011,227,328,High,Cyperus,NA,NA,NA,NA,NA,0.1,0.8729
15,8,2011,227,328,High,Lespedeza,capitata,NA,NA,NA,NA,82.17,717.2619299999999
15,8,2011,227,328,High,Liatris,NA,NA,NA,NA,NA,4.13,36.05076999999999
15,8,2011,227,328,High,Lupinus,perennis,NA,NA,NA,NA,104.9,915.6721
15,8,2011,227,328,High,Monarda,fistulosa,NA,NA,NA,NA,5.03,43.90687
15,8,2011,227,328,High,Panicum,oligosanthes,NA,NA,NA,NA,2.97,25.92513
15,8,2011,227,328,High,Panicum,virgatum,NA,NA,NA,NA,0.37,3.2297299999999995
15,8,2011,227,328,High,Petalostemum,purpureum,NA,NA,NA,NA,59,515.011
15,8,2011,227,328,High,Poa,pratensis,NA,NA,NA,NA,51.07,445.79002999999994
15,8,2011,227,328,High,Schizachyrium,scoparium,NA,NA,NA,NA,31.77,277.32032999999996
15,8,2011,227,328,Low,Achillea,millefolium,NA,lanulosa,NA,NA,0.37,3.2297299999999995
15,8,2011,227,328,Low,Amorpha,canescens,NA,NA,NA,NA,28.43,248.16546999999997
15,8,2011,227,328,Low,Andropogon,gerardi,NA,NA,NA,NA,171.73,1499.0311699999997
15,8,2011,227,328,Low,Cyperus,NA,NA,NA,NA,NA,0.9,7.8561
15,8,2011,227,328,Low,Koeleria,cristata,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,328,Low,Lespedeza,capitata,NA,NA,NA,NA,93.3,814.4156999999999
15,8,2011,227,328,Low,Lupinus,perennis,NA,NA,NA,NA,69.37,605.53073
15,8,2011,227,328,Low,Panicum,oligosanthes,NA,NA,NA,NA,0.37,3.2297299999999995
15,8,2011,227,328,Low,Panicum,virgatum,NA,NA,NA,NA,5.47,47.747629999999994
15,8,2011,227,328,Low,Poa,pratensis,NA,NA,NA,NA,28.97,252.87912999999998
15,8,2011,227,328,Low,Schizachyrium,scoparium,NA,NA,NA,NA,23.5,205.1315
15,8,2011,227,338,Control,Andropogon,gerardi,NA,NA,NA,NA,5.23,45.65267
15,8,2011,227,338,Control,Aristida,basiramea,NA,NA,NA,NA,6.97,60.84112999999999
15,8,2011,227,338,Control,Crepis,tectorum,NA,NA,NA,NA,1.37,11.95873
15,8,2011,227,338,Control,Cyperus,NA,NA,NA,NA,NA,6.87,59.96823
15,8,2011,227,338,Control,Digitaria,NA,NA,NA,NA,NA,0.13,1.1347699999999998
15,8,2011,227,338,Control,Equisetum,laevigatum,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,Control,Euphorbia,NA,NA,NA,NA,NA,3.3,28.805699999999995
15,8,2011,227,338,Control,Lespedeza,capitata,NA,NA,NA,NA,0.4,3.4916
15,8,2011,227,338,Control,Monarda,fistulosa,NA,NA,NA,NA,17.97,156.86012999999997
15,8,2011,227,338,Control,Poa,pratensis,NA,NA,NA,NA,0.27,2.35683
15,8,2011,227,338,Control,Polygonum,tenue,NA,NA,NA,NA,0.5,4.3645
15,8,2011,227,338,Control,Schizachyrium,scoparium,NA,NA,NA,NA,0.4,3.4916
15,8,2011,227,338,Control,Solidago,rigida,NA,NA,NA,NA,194.07,1694.0370299999997
15,8,2011,227,338,High,Aristida,basiramea,NA,NA,NA,NA,1.17,10.212929999999998
15,8,2011,227,338,High,Cyperus,NA,NA,NA,NA,NA,2.7,23.5683
15,8,2011,227,338,High,Digitaria,NA,NA,NA,NA,NA,0.1,0.8729
15,8,2011,227,338,High,Euphorbia,NA,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,High,Koeleria,cristata,NA,NA,NA,NA,0.67,5.84843
15,8,2011,227,338,High,Leptoloma,cognatum,NA,NA,NA,NA,0.67,5.84843
15,8,2011,227,338,High,Lupinus,perennis,NA,NA,NA,NA,0.93,8.11797
15,8,2011,227,338,High,,NA,Miscellaneous litter,NA,NA,NA,8.43,73.58546999999999
15,8,2011,227,338,High,Monarda,fistulosa,NA,NA,NA,NA,74.3,648.5646999999999
15,8,2011,227,338,High,Petalostemum,purpureum,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,High,Polygonum,tenue,NA,NA,NA,NA,3.1,27.0599
15,8,2011,227,338,High,Solidago,rigida,NA,NA,NA,NA,379.33,3311.1715699999995
15,8,2011,227,338,Low,Andropogon,gerardi,NA,NA,NA,NA,11.33,98.89957
15,8,2011,227,338,Low,Aristida,basiramea,NA,NA,NA,NA,1.2,10.474799999999998
15,8,2011,227,338,Low,Artemisia,campestris,NA,caudata,NA,NA,0.1,0.8729
15,8,2011,227,338,Low,Crepis,tectorum,NA,NA,NA,NA,0.17,1.48393
15,8,2011,227,338,Low,Cyperus,NA,NA,NA,NA,NA,3.1,27.0599
15,8,2011,227,338,Low,Digitaria,NA,NA,NA,NA,NA,0.23,2.00767
15,8,2011,227,338,Low,Euphorbia,NA,NA,NA,NA,NA,0.3,2.6186999999999996
15,8,2011,227,338,Low,Hedeoma,NA,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,Low,Leptoloma,cognatum,NA,NA,NA,NA,0.1,0.8729
15,8,2011,227,338,Low,Lespedeza,capitata,NA,NA,NA,NA,0.43,3.7534699999999996
15,8,2011,227,338,Low,Lupinus,perennis,NA,NA,NA,NA,1,8.729
15,8,2011,227,338,Low,Lychnis,alba,NA,NA,NA,NA,0.17,1.48393
15,8,2011,227,338,Low,Monarda,fistulosa,NA,NA,NA,NA,22.8,199.0212
15,8,2011,227,338,Low,Panicum,oligosanthes,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,Low,Poa,pratensis,NA,NA,NA,NA,0.4,3.4916
15,8,2011,227,338,Low,Polygonum,tenue,NA,NA,NA,NA,0.37,3.2297299999999995
15,8,2011,227,338,Low,Schizachyrium,scoparium,NA,NA,NA,NA,0.03,0.26187
15,8,2011,227,338,Low,Solidago,rigida,NA,NA,NA,NA,132.1,1153.1009
4,6,2012,156,29,Control,Agropyron,repens,NA,NA,NA,NA,0.47,4.1026299999999996
13,8,2012,226,29,Control,Agropyron,repens,NA,NA,NA,NA,0.65,5.67385
4,6,2012,156,29,Control,Aristida,basiramea,NA,NA,NA,NA,0.65,5.67385
13,8,2012,226,29,Control,Aristida,basiramea,NA,NA,NA,NA,0.33,2.88057
4,6,2012,156,29,Control,Bouteloua,gracilis,NA,NA,NA,NA,0.17,1.48393
13,8,2012,226,29,Control,Crepis,tectorum,NA,NA,NA,NA,0.95,8.292549999999999
4,6,2012,156,29,Control,Cyperus,NA,NA,NA,NA,NA,0.15,1.3093499999999998
13,8,2012,226,29,Control,Cyperus,NA,NA,NA,NA,NA,1.23,10.736669999999998
13,8,2012,226,29,Control,Digitaria,NA,NA,NA,NA,NA,0.08,0.6983199999999999
4,6,2012,156,29,Control,Erigeron,strigosus,NA,NA,NA,NA,0.2,1.7458
4,6,2012,156,29,Control,Hedeoma,NA,NA,NA,NA,NA,0.02,0.17457999999999999
4,6,2012,156,29,Control,Lespedeza,capitata,NA,NA,NA,NA,3.87,33.78123
13,8,2012,226,29,Control,Lespedeza,capitata,NA,NA,NA,NA,42.18,368.18922
4,6,2012,156,29,Control,,NA,Miscellaneous litter,NA,NA,NA,1.92,16.75968
13,8,2012,226,29,Control,Mollugo,verticillata,NA,NA,NA,NA,0.08,0.6983199999999999
4,6,2012,156,29,Control,Poa,pratensis,NA,NA,NA,NA,0.05,0.43645
13,8,2012,226,29,Control,Poa,pratensis,NA,NA,NA,NA,0.06,0.52374
4,6,2012,156,29,Control,Polygonum,convolvulus,NA,NA,NA,NA,0.03,0.26187
13,8,2012,226,29,Control,Rumex,acetosella,NA,NA,NA,NA,0.7,6.110299999999999
13,8,2012,226,29,Control,Setaria,lutescens,NA,NA,NA,glauca,0.18,1.5712199999999998
4,6,2012,156,29,Control,Taraxicum,officinalis,NA,NA,NA,NA,0.1,0.8729
13,8,2012,226,29,Control,Taraxicum,officinalis,NA,NA,NA,NA,0.7,6.110299999999999
4,6,2012,156,29,Control,Trifolium,repens,NA,NA,NA,NA,0.57,4.975529999999999
13,8,2012,226,29,Control,Trifolium,repens,NA,NA,NA,NA,0.4,3.4916
4,6,2012,156,29,High,Agropyron,repens,NA,NA,NA,NA,0.07,0.61103
13,8,2012,226,29,High,Agropyron,repens,NA,NA,NA,NA,0.05,0.43645
4,6,2012,156,29,High,Andropogon,gerardi,NA,NA,NA,NA,0.08,0.6983199999999999
4,6,2012,156,29,High,Aristida,basiramea,NA,NA,NA,NA,0.32,2.7932799999999998
13,8,2012,226,29,High,Aristida,basiramea,NA,NA,NA,NA,0.04,0.34915999999999997
13,8,2012,226,29,High,Asclepias,tuberosa,NA,NA,NA,NA,0.15,1.3093499999999998
4,6,2012,156,29,High,Bouteloua,gracilis,NA,NA,NA,NA,0.03,0.26187
4,6,2012,156,29,High,Cyperus,NA,NA,NA,NA,NA,0.3,2.6186999999999996
13,8,2012,226,29,High,Cyperus,NA,NA,NA,NA,NA,5.15,44.95435
13,8,2012,226,29,High,Digitaria,NA,NA,NA,NA,NA,0.3,2.6186999999999996
4,6,2012,156,29,High,Koeleria,cristata,NA,NA,NA,NA,0.21,1.8330899999999997
4,6,2012,156,29,High,Lespedeza,capitata,NA,NA,NA,NA,22.83,199.28306999999998
13,8,2012,226,29,High,Lespedeza,capitata,NA,NA,NA,NA,100.4968,877.2365671999999
4,6,2012,156,29,High,,NA,Miscellaneous litter,NA,NA,NA,6.14,53.596059999999994
4,6,2012,156,29,High,Panicum,praecocious,NA,NA,NA,NA,0.01,0.08728999999999999
4,6,2012,156,29,High,Poa,pratensis,NA,NA,NA,NA,0.06,0.52374
13,8,2012,226,29,High,Sporobolus,cryptandrus,NA,NA,NA,NA,0.06,0.52374
4,6,2012,156,29,High,Taraxicum,officinalis,NA,NA,NA,NA,0.01,0.08728999999999999
13,8,2012,226,29,High,Taraxicum,officinalis,NA,NA,NA,NA,0.1,0.8729
4,6,2012,156,29,Low,Achillea,millefolium,NA,lanulosa,NA,NA,0.03,0.26187
4,6,2012,156,29,Low,Andropogon,gerardi,NA,NA,NA,NA,0.03,0.26187
4,6,2012,156,29,Low,Aristida,basiramea,NA,NA,NA,NA,0.98,8.554419999999999
13,8,2012,226,29,Low,Aristida,basiramea,NA,NA,NA,NA,0.08,0.6983199999999999
13,8,2012,226,29,Low,Crepis,tectorum,NA,NA,NA,NA,0.05,0.43645
4,6,2012,156,29,Low,Cyperus,NA,NA,NA,NA,NA,0.35,3.0551499999999994
13,8,2012,226,29,Low,Cyperus,NA,NA,NA,NA,NA,1.53,13.355369999999999
13,8,2012,226,29,Low,Digitaria,NA,NA,NA,NA,NA,1.2,10.474799999999998
4,6,2012,156,29,Low,Erigeron,strigosus,NA,NA,NA,NA,0.13,1.1347699999999998
13,8,2012,226,29,Low,Euphorbia,NA,NA,NA,NA,NA,0.85,7.419649999999999
4,6,2012,156,29,Low,Koeleria,cristata,NA,NA,NA,NA,0.3,2.6186999999999996
4,6,2012,156,29,Low,Lespedeza,capitata,NA,NA,NA,NA,6.13,53.50876999999999
13,8,2012,226,29,Low,Lespedeza,capitata,NA,NA,NA,NA,69.8615,609.8210335
4,6,2012,156,29,Low,,NA,Miscellaneous litter,NA,NA,NA,1.5,13.093499999999999
4,6,2012,156,29,Low,Mollugo,verticillata,NA,NA,NA,NA,0.02,0.17457999999999999
4,6,2012,156,29,Low,Panicum,praecocious,NA,NA,NA,NA,0.02,0.17457999999999999
13,8,2012,226,29,Low,Physalis,virginiana,NA,NA,NA,NA,0.13,1.1347699999999998
4,6,2012,156,29,Low,Poa,pratensis,NA,NA,NA,NA,0.05,0.43645
13,8,2012,226,29,Low,Poa,pratensis,NA,NA,NA,NA,0.2,1.7458
4,6,2012,156,29,Low,Rumex,acetosella,NA,NA,NA,NA,0.03,0.26187
13,8,2012,226,29,Low,Rumex,acetosella,NA,NA,NA,NA,0.035,0.305515
13,8,2012,226,29,Low,Sporobolus,cryptandrus,NA,NA,NA,NA,0.18,1.5712199999999998
4,6,2012,156,29,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.1,0.8729
13,8,2012,226,29,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.3,2.6186999999999996
6,6,2012,158,64,Control,Achillea,millefolium,NA,lanulosa,NA,NA,0,0
13,8,2012,226,64,Control,Achillea,millefolium,NA,lanulosa,NA,NA,0.33,2.88057
6,6,2012,158,64,Control,Andropogon,gerardi,NA,NA,NA,NA,0.68,5.93572
13,8,2012,226,64,Control,Andropogon,gerardi,NA,NA,NA,NA,1.8,15.7122
6,6,2012,158,64,Control,Bouteloua,curtipendula,NA,NA,NA,NA,0.45,3.92805
13,8,2012,226,64,Control,Bouteloua,curtipendula,NA,NA,NA,NA,0.45,3.92805
6,6,2012,158,64,Control,Bouteloua,gracilis,NA,NA,NA,NA,3.88,33.86852
13,8,2012,226,64,Control,Bouteloua,gracilis,NA,NA,NA,NA,31.55,275.39995
6,6,2012,158,64,Control,Coreopsis,palmata,NA,NA,NA,NA,7.57,66.07853
13,8,2012,226,64,Control,Coreopsis,palmata,NA,NA,NA,NA,36.68,320.17972
