Day,Month,Year,Sample_DOY,Plot,Heat_Treatment,Species_name,Miscellaneous,Subspecies,Other,Prev_names,Mass_g_per_m2
13,8,2012,226,69,Control,Mollugo verticillata,NA,NA,NA,NA,0.13
4,6,2012,156,69,Control,Physalis virginiana,NA,NA,NA,NA,0.05
4,6,2012,156,69,Control,Sporobolus cryptandrus,NA,NA,NA,NA,0.02
4,6,2012,156,69,Control,Taraxicum officinalis,NA,NA,NA,NA,0.27
13,8,2012,226,69,Control,Taraxicum officinalis,NA,NA,NA,NA,0.08
4,6,2012,156,69,Control,Trifolium repens,NA,NA,NA,NA,0.05
13,8,2012,226,69,Control,Trifolium repens,NA,NA,NA,NA,0.15
4,6,2012,156,69,High,Achillea millefolium ,NA,lanulosa,NA,NA,2.07
13,8,2012,226,69,High,Achillea millefolium ,NA,lanulosa,NA,NA,6.53
4,6,2012,156,69,High,Aristida basiramea,NA,NA,NA,NA,0.65
13,8,2012,226,69,High,Aristida basiramea,NA,NA,NA,NA,0.35
4,6,2012,156,69,High,Asclepias tuberosa,NA,NA,NA,NA,0.15
4,6,2012,156,69,High,Cyperus sp.,NA,NA,NA,NA,0.28
13,8,2012,226,69,High,Cyperus sp.,NA,NA,NA,NA,2.2
4,6,2012,156,69,High,Digitaria sp.,NA,NA,NA,NA,0.23
13,8,2012,226,69,High,Digitaria sp.,NA,NA,NA,NA,0.08
13,8,2012,226,69,High,,Fungi,NA,NA,NA,0.1
4,6,2012,156,69,High,,Miscellaneous litter,NA,NA,NA,1.13
13,8,2012,226,69,High,Mollugo verticillata,NA,NA,NA,NA,0.01
13,8,2012,226,69,High,Physalis virginiana,NA,NA,NA,NA,0.48
4,6,2012,156,69,High,Rumex acetosella,NA,NA,NA,NA,0.43
13,8,2012,226,69,High,Rumex acetosella,NA,NA,NA,NA,0.18
4,6,2012,156,69,High,Taraxicum officinalis,NA,NA,NA,NA,0.08
13,8,2012,226,69,High,Taraxicum officinalis,NA,NA,NA,NA,0.08
4,6,2012,156,69,Low,Achillea millefolium ,NA,lanulosa,NA,NA,6.47
13,8,2012,226,69,Low,Achillea millefolium ,NA,lanulosa,NA,NA,16.68
4,6,2012,156,69,Low,Aristida basiramea,NA,NA,NA,NA,0.48
13,8,2012,226,69,Low,Aristida basiramea,NA,NA,NA,NA,0.13
4,6,2012,156,69,Low,Berteroa incana,NA,NA,NA,NA,0.05
4,6,2012,156,69,Low,Cyperus sp.,NA,NA,NA,NA,0.28
13,8,2012,226,69,Low,Cyperus sp.,NA,NA,NA,NA,3.35
13,8,2012,226,69,Low,Digitaria sp.,NA,NA,NA,NA,0.07
13,8,2012,226,69,Low,Euphorbia glyptosperma,NA,NA,NA,NA,0.015
4,6,2012,156,69,Low,Festuca ovina,NA,NA,NA,NA,0.01
4,6,2012,156,69,Low,Lespedeza capitata,NA,NA,NA,NA,0.01
13,8,2012,226,69,Low,Lespedeza capitata,NA,NA,NA,NA,0.68
4,6,2012,156,69,Low,,Miscellaneous litter,NA,NA,NA,2.42
13,8,2012,226,69,Low,,Miscellaneous litter,NA,NA,NA,0.038
4,6,2012,156,69,Low,Rumex acetosella,NA,NA,NA,NA,0.06
13,8,2012,226,69,Low,Rumex acetosella,NA,NA,NA,NA,0.013
13,8,2012,226,69,Low,Schizachyrium scoparium,NA,NA,NA,NA,0.35
13,8,2012,226,69,Low,Sporobolus cryptandrus,NA,NA,NA,NA,0.1
4,6,2012,156,69,Low,Taraxicum officinalis,NA,NA,NA,NA,0.43
13,8,2012,226,69,Low,Taraxicum officinalis,NA,NA,NA,NA,0.6
4,6,2012,156,69,Low,Trifolium repens,NA,NA,NA,NA,0.06
13,8,2012,226,69,Low,Trifolium repens,NA,NA,NA,NA,0.83
6,6,2012,158,78,Control,Achillea millefolium ,NA,lanulosa,NA,NA,1.11
13,8,2012,226,78,Control,Achillea millefolium ,NA,lanulosa,NA,NA,0.38
6,6,2012,158,78,Control,Amorpha canescens,NA,NA,NA,NA,2.04
6,6,2012,158,78,Control,Andropogon gerardi,NA,NA,NA,NA,17.92
13,8,2012,226,78,Control,Andropogon gerardi,NA,NA,NA,NA,85.43
6,6,2012,158,78,Control,Bouteloua curtipendula,NA,NA,NA,NA,2.17
13,8,2012,226,78,Control,Bouteloua curtipendula,NA,NA,NA,NA,2.8
6,6,2012,158,78,Control,Bouteloua gracilis,NA,NA,NA,NA,1.66
13,8,2012,226,78,Control,Bouteloua gracilis,NA,NA,NA,NA,5.38
6,6,2012,158,78,Control,Carex sp.,NA,NA,NA,NA,0.01
6,6,2012,158,78,Control,Cyperus sp.,NA,NA,NA,NA,0.09
13,8,2012,226,78,Control,Cyperus sp.,NA,NA,NA,NA,1.35
6,6,2012,158,78,Control,Lespedeza capitata,NA,NA,NA,NA,7.42
13,8,2012,226,78,Control,Lespedeza capitata,NA,NA,NA,NA,38.4
6,6,2012,158,78,Control,Liatris aspera,NA,NA,NA,NA,0.15
13,8,2012,226,78,Control,Liatris aspera,NA,NA,NA,NA,3.83
6,6,2012,158,78,Control,Lupinus perennis,NA,NA,NA,NA,46.7
13,8,2012,226,78,Control,Lupinus perennis,NA,NA,NA,NA,11.83
6,6,2012,158,78,Control,,Miscellaneous litter,NA,NA,NA,4.15
13,8,2012,226,78,Control,,Miscellaneous litter,NA,NA,NA,1.3
6,6,2012,158,78,Control,Panicum virgatum,NA,NA,NA,NA,0.57
13,8,2012,226,78,Control,Panicum virgatum,NA,NA,NA,NA,0.23
6,6,2012,158,78,Control,Petalostemum candidum,NA,NA,NA,NA,4.16
13,8,2012,226,78,Control,Petalostemum candidum,NA,NA,NA,NA,9.7
6,6,2012,158,78,Control,Petalostemum purpureum,NA,NA,NA,NA,0
6,6,2012,158,78,Control,Petalostemum villosum,NA,NA,NA,NA,3.47
6,6,2012,158,78,Control,Poa pratensis,NA,NA,NA,NA,19.35
13,8,2012,226,78,Control,Poa pratensis,NA,NA,NA,NA,25.5
6,6,2012,158,78,Control,Schizachyrium scoparium,NA,NA,NA,NA,1.35
13,8,2012,226,78,Control,Schizachyrium scoparium,NA,NA,NA,NA,12.08
6,6,2012,158,78,Control,Solidago nemoralis,NA,NA,NA,NA,7.62
13,8,2012,226,78,Control,Solidago nemoralis,NA,NA,NA,NA,19.43
13,8,2012,226,78,Control,Solidago rigida,NA,NA,NA,NA,268.3
6,6,2012,158,78,Control,Sorghastrum nutans,NA,NA,NA,NA,0.46
13,8,2012,226,78,Control,Sorghastrum nutans,NA,NA,NA,NA,5.05
6,6,2012,158,78,Control,Sporobolus cryptandrus,NA,NA,NA,NA,0.2
13,8,2012,226,78,Control,Sporobolus cryptandrus,NA,NA,NA,NA,1.08
13,8,2012,226,78,Control,Stipa spartea,NA,NA,NA,NA,3
6,6,2012,158,78,Control,Taraxicum officinalis,NA,NA,NA,NA,0.06
6,6,2012,158,78,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.01
6,6,2012,158,78,High,Amorpha canescens,NA,NA,NA,NA,1.42
13,8,2012,226,78,High,Amorpha canescens,NA,NA,NA,NA,5.5
6,6,2012,158,78,High,Andropogon gerardi,NA,NA,NA,NA,13.2
13,8,2012,226,78,High,Andropogon gerardi,NA,NA,NA,NA,147.98
13,8,2012,226,78,High,Aristida basiramea,NA,NA,NA,NA,0.18
13,8,2012,226,78,High,Asclepias tuberosa,NA,NA,NA,NA,9.95
6,6,2012,158,78,High,Bouteloua curtipendula,NA,NA,NA,NA,0.1
13,8,2012,226,78,High,Bouteloua curtipendula,NA,NA,NA,NA,2
6,6,2012,158,78,High,Bouteloua gracilis,NA,NA,NA,NA,2.38
13,8,2012,226,78,High,Bouteloua gracilis,NA,NA,NA,NA,4.38
13,8,2012,226,78,High,Carex sp.,NA,NA,NA,NA,0.8
6,6,2012,158,78,High,Cyperus sp.,NA,NA,NA,NA,0.01
13,8,2012,226,78,High,Cyperus sp.,NA,NA,NA,NA,0.3
6,6,2012,158,78,High,Lespedeza capitata,NA,NA,NA,NA,8.08
13,8,2012,226,78,High,Lespedeza capitata,NA,NA,NA,NA,18.78
6,6,2012,158,78,High,Liatris aspera,NA,NA,NA,NA,7.2
13,8,2012,226,78,High,Liatris aspera,NA,NA,NA,NA,19.83
6,6,2012,158,78,High,Lupinus perennis,NA,NA,NA,NA,36.43
13,8,2012,226,78,High,Lupinus perennis,NA,NA,NA,NA,38.18
6,6,2012,158,78,High,,Miscellaneous litter,NA,NA,NA,3.82
13,8,2012,226,78,High,,Miscellaneous litter,NA,NA,NA,0.83
6,6,2012,158,78,High,Panicum virgatum,NA,NA,NA,NA,1.28
13,8,2012,226,78,High,Panicum virgatum,NA,NA,NA,NA,0.65
6,6,2012,158,78,High,Petalostemum candidum,NA,NA,NA,NA,9.12
13,8,2012,226,78,High,Petalostemum candidum,NA,NA,NA,NA,11.28
6,6,2012,158,78,High,Petalostemum purpureum,NA,NA,NA,NA,36.52
13,8,2012,226,78,High,Petalostemum purpureum,NA,NA,NA,NA,56.55
6,6,2012,158,78,High,Petalostemum villosum,NA,NA,NA,NA,10.67
13,8,2012,226,78,High,Petalostemum villosum,NA,NA,NA,NA,38.5
6,6,2012,158,78,High,Poa pratensis,NA,NA,NA,NA,7.5
13,8,2012,226,78,High,Poa pratensis,NA,NA,NA,NA,14.7
6,6,2012,158,78,High,Rumex acetosella,NA,NA,NA,NA,0.02
6,6,2012,158,78,High,Schizachyrium scoparium,NA,NA,NA,NA,10.02
13,8,2012,226,78,High,Schizachyrium scoparium,NA,NA,NA,NA,33
6,6,2012,158,78,High,Solidago nemoralis,NA,NA,NA,NA,2.05
6,6,2012,158,78,High,Solidago rigida,NA,NA,NA,NA,4.37
13,8,2012,226,78,High,Solidago rigida,NA,NA,NA,NA,121.3
6,6,2012,158,78,High,Sorghastrum nutans,NA,NA,NA,NA,1.88
13,8,2012,226,78,High,Sorghastrum nutans,NA,NA,NA,NA,3.3
6,6,2012,158,78,High,Sporobolus cryptandrus,NA,NA,NA,NA,0.3
6,6,2012,158,78,High,Stipa spartea,NA,NA,NA,NA,1.98
6,6,2012,158,78,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.36
13,8,2012,226,78,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.3
6,6,2012,158,78,Low,Agropyron repens,NA,NA,NA,NA,0.7
6,6,2012,158,78,Low,Andropogon gerardi,NA,NA,NA,NA,24.08
13,8,2012,226,78,Low,Andropogon gerardi,NA,NA,NA,NA,107.55
13,8,2012,226,78,Low,Aristida basiramea,NA,NA,NA,NA,0.7
6,6,2012,158,78,Low,Bouteloua gracilis,NA,NA,NA,NA,2.13
13,8,2012,226,78,Low,Bouteloua gracilis,NA,NA,NA,NA,7.15
6,6,2012,158,78,Low,Coreopsis palmata,NA,NA,NA,NA,15.38
13,8,2012,226,78,Low,Coreopsis palmata,NA,NA,NA,NA,60.28
13,8,2012,226,78,Low,Cyperus sp.,NA,NA,NA,NA,2.3
6,6,2012,158,78,Low,Koeleria cristata,NA,NA,NA,NA,1.02
13,8,2012,226,78,Low,Koeleria cristata,NA,NA,NA,NA,4.45
6,6,2012,158,78,Low,Lespedeza capitata,NA,NA,NA,NA,6.54
13,8,2012,226,78,Low,Lespedeza capitata,NA,NA,NA,NA,36.35
6,6,2012,158,78,Low,Liatris aspera,NA,NA,NA,NA,5.21
13,8,2012,226,78,Low,Liatris aspera,NA,NA,NA,NA,0.35
6,6,2012,158,78,Low,Lupinus perennis,NA,NA,NA,NA,42.3
13,8,2012,226,78,Low,Lupinus perennis,NA,NA,NA,NA,24.38
6,6,2012,158,78,Low,,Miscellaneous litter,NA,NA,NA,5.04
13,8,2012,226,78,Low,,Miscellaneous litter,NA,NA,NA,0.35
6,6,2012,158,78,Low,Panicum virgatum,NA,NA,NA,NA,3.81
13,8,2012,226,78,Low,Panicum virgatum,NA,NA,NA,NA,0.68
6,6,2012,158,78,Low,Petalostemum candidum,NA,NA,NA,NA,3.64
13,8,2012,226,78,Low,Petalostemum candidum,NA,NA,NA,NA,2.13
6,6,2012,158,78,Low,Petalostemum purpureum,NA,NA,NA,NA,15.97
13,8,2012,226,78,Low,Petalostemum purpureum,NA,NA,NA,NA,1.73
6,6,2012,158,78,Low,Petalostemum villosum,NA,NA,NA,NA,1.09
13,8,2012,226,78,Low,Petalostemum villosum,NA,NA,NA,NA,10.65
6,6,2012,158,78,Low,Poa pratensis,NA,NA,NA,NA,15.13
13,8,2012,226,78,Low,Poa pratensis,NA,NA,NA,NA,28.53
6,6,2012,158,78,Low,Schizachyrium scoparium,NA,NA,NA,NA,4.66
13,8,2012,226,78,Low,Schizachyrium scoparium,NA,NA,NA,NA,2.85
5,6,2012,157,78,Low,Solidago nemoralis,NA,NA,NA,NA,2.51
13,8,2012,226,78,Low,Solidago rigida,NA,NA,NA,NA,4.13
6,6,2012,158,78,Low,Sorghastrum nutans,NA,NA,NA,NA,2.75
13,8,2012,226,78,Low,Sorghastrum nutans,NA,NA,NA,NA,27.68
6,6,2012,158,78,Low,Taraxicum officinalis,NA,NA,NA,NA,0.07
4,6,2012,156,82,Control,Achillea millefolium ,NA,lanulosa,NA,NA,2.85
13,8,2012,226,82,Control,Achillea millefolium ,NA,lanulosa,NA,NA,6.45
4,6,2012,156,82,Control,Andropogon gerardi,NA,NA,NA,NA,17.02
13,8,2012,226,82,Control,Andropogon gerardi,NA,NA,NA,NA,67.3
4,6,2012,156,82,Control,Bouteloua gracilis,NA,NA,NA,NA,0.25
13,8,2012,226,82,Control,Bouteloua gracilis,NA,NA,NA,NA,0.6
4,6,2012,156,82,Control,Lespedeza capitata,NA,NA,NA,NA,6.49
13,8,2012,226,82,Control,Lespedeza capitata,NA,NA,NA,NA,46
4,6,2012,156,82,Control,Liatris aspera,NA,NA,NA,NA,10.38
13,8,2012,226,82,Control,Liatris aspera,NA,NA,NA,NA,57.9
4,6,2012,156,82,Control,Lupinus perennis,NA,NA,NA,NA,16.42
13,8,2012,226,82,Control,Lupinus perennis,NA,NA,NA,NA,1.18
4,6,2012,156,82,Control,,Miscellaneous litter,NA,NA,NA,5.93
13,8,2012,226,82,Control,,Miscellaneous litter,NA,NA,NA,4.23
4,6,2012,156,82,Control,Panicum virgatum,NA,NA,NA,NA,1.28
13,8,2012,226,82,Control,Panicum virgatum,NA,NA,NA,NA,0.1
6,6,2012,158,82,Control,Petalostemum purpureum,NA,NA,NA,NA,0.03
13,8,2012,226,82,Control,Petalostemum purpureum,NA,NA,NA,NA,1.43
4,6,2012,156,82,Control,Poa pratensis,NA,NA,NA,NA,11.8
13,8,2012,226,82,Control,Poa pratensis,NA,NA,NA,NA,14.2
4,6,2012,156,82,Control,Schizachyrium scoparium,NA,NA,NA,NA,13.22
13,8,2012,226,82,Control,Schizachyrium scoparium,NA,NA,NA,NA,84.1955
13,8,2012,226,82,Control,Solidago rigida,NA,NA,NA,NA,26.43
4,6,2012,156,82,Control,Sorghastrum nutans,NA,NA,NA,NA,2.23
13,8,2012,226,82,Control,Sorghastrum nutans,NA,NA,NA,NA,35.38
4,6,2012,156,82,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.04
13,8,2012,226,82,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.23
4,6,2012,156,82,High,Amorpha canescens,NA,NA,NA,NA,2.58
4,6,2012,156,82,High,Andropogon gerardi,NA,NA,NA,NA,21.73
13,8,2012,226,82,High,Andropogon gerardi,NA,NA,NA,NA,91.8
4,6,2012,156,82,High,Lespedeza capitata,NA,NA,NA,NA,10.75
13,8,2012,226,82,High,Lespedeza capitata,NA,NA,NA,NA,31.0238
4,6,2012,156,82,High,Liatris aspera,NA,NA,NA,NA,19.6
13,8,2012,226,82,High,Liatris aspera,NA,NA,NA,NA,11.8
4,6,2012,156,82,High,Lupinus perennis,NA,NA,NA,NA,41.18
13,8,2012,226,82,High,Lupinus perennis,NA,NA,NA,NA,14.38
4,6,2012,156,82,High,,Miscellaneous litter,NA,NA,NA,5.55
13,8,2012,226,82,High,,Miscellaneous litter,NA,NA,NA,0.18
4,6,2012,156,82,High,Monarda fistulosa,NA,NA,NA,NA,0.02
4,6,2012,156,82,High,Panicum oligosanthes,NA,NA,NA,NA,0
4,6,2012,156,82,High,Panicum virgatum,NA,NA,NA,NA,0.95
13,8,2012,226,82,High,Panicum virgatum,NA,NA,NA,NA,1.28
4,6,2012,156,82,High,Petalostemum purpureum,NA,NA,NA,NA,2.88
13,8,2012,226,82,High,Petalostemum purpureum,NA,NA,NA,NA,36.8
4,6,2012,156,82,High,Poa pratensis,NA,NA,NA,NA,5.45
13,8,2012,226,82,High,Poa pratensis,NA,NA,NA,NA,6.95
4,6,2012,156,82,High,Schizachyrium scoparium,NA,NA,NA,NA,7.33
13,8,2012,226,82,High,Schizachyrium scoparium,NA,NA,NA,NA,56.68
4,6,2012,156,82,High,Solidago rigida,NA,NA,NA,NA,12.07
13,8,2012,226,82,High,Solidago rigida,NA,NA,NA,NA,109.95
4,6,2012,156,82,High,Sorghastrum nutans,NA,NA,NA,NA,10.61
13,8,2012,226,82,High,Sorghastrum nutans,NA,NA,NA,NA,17.38
13,8,2012,226,82,High,Taraxicum officinalis,NA,NA,NA,NA,0.028
6,6,2012,158,82,Low,Andropogon gerardi,NA,NA,NA,NA,36.47
13,8,2012,226,82,Low,Andropogon gerardi,NA,NA,NA,NA,139.08
6,6,2012,158,82,Low,Bouteloua gracilis,NA,NA,NA,NA,0.48
13,8,2012,226,82,Low,Bouteloua gracilis,NA,NA,NA,NA,0.85
13,8,2012,226,82,Low,Cyperus sp.,NA,NA,NA,NA,0.043
6,6,2012,158,82,Low,Lespedeza capitata,NA,NA,NA,NA,11
13,8,2012,226,82,Low,Lespedeza capitata,NA,NA,NA,NA,20.4
6,6,2012,158,82,Low,Liatris aspera,NA,NA,NA,NA,6.75
13,8,2012,226,82,Low,Liatris aspera,NA,NA,NA,NA,19.15
6,6,2012,158,82,Low,Lupinus perennis,NA,NA,NA,NA,27.38
13,8,2012,226,82,Low,Lupinus perennis,NA,NA,NA,NA,9.83
6,6,2012,158,82,Low,,Miscellaneous litter,NA,NA,NA,9.77
13,8,2012,226,82,Low,,Miscellaneous litter,NA,NA,NA,0.18
6,6,2012,158,82,Low,Petalostemum purpureum,NA,NA,NA,NA,4.3
6,6,2012,158,82,Low,Poa pratensis,NA,NA,NA,NA,9.83
13,8,2012,226,82,Low,Poa pratensis,NA,NA,NA,NA,26.2
6,6,2012,158,82,Low,Schizachyrium scoparium,NA,NA,NA,NA,7.72
13,8,2012,226,82,Low,Schizachyrium scoparium,NA,NA,NA,NA,50.13
6,6,2012,158,82,Low,Solidago rigida,NA,NA,NA,NA,59.27
13,8,2012,226,82,Low,Solidago rigida,NA,NA,NA,NA,50.08
6,6,2012,158,82,Low,Sorghastrum nutans,NA,NA,NA,NA,0.93
13,8,2012,226,82,Low,Sorghastrum nutans,NA,NA,NA,NA,14.3
13,8,2012,226,82,Low,Sporobolus cryptandrus,NA,NA,NA,NA,0.06
4,6,2012,156,83,Control,Agropyron repens,NA,NA,NA,NA,0.13
13,8,2012,226,83,Control,Agropyron repens,NA,NA,NA,NA,0.6
4,6,2012,156,83,Control,Andropogon gerardi,NA,NA,NA,NA,0.03
4,6,2012,156,83,Control,Aristida basiramea,NA,NA,NA,NA,0.28
13,8,2012,226,83,Control,Aristida basiramea,NA,NA,NA,NA,0.23
13,8,2012,226,83,Control,Cyperus sp.,NA,NA,NA,NA,0.3
13,8,2012,226,83,Control,Digitaria sp.,NA,NA,NA,NA,0.03
4,6,2012,156,83,Control,Euphorbia glyptosperma,NA,NA,NA,NA,0
13,8,2012,226,83,Control,Hieracium longipilum,NA,NA,NA,NA,0.08
4,6,2012,156,83,Control,Lupinus perennis,NA,NA,NA,NA,26.45
13,8,2012,226,83,Control,Lupinus perennis,NA,NA,NA,NA,14.95
4,6,2012,156,83,Control,,Miscellaneous litter,NA,NA,NA,6.43
13,8,2012,226,83,Control,Physalis virginiana,NA,NA,NA,NA,0.01
13,8,2012,226,83,Control,Rumex acetosella,NA,NA,NA,NA,0.13
4,6,2012,156,83,Control,Taraxicum officinalis,NA,NA,NA,NA,0.08
13,8,2012,226,83,Control,Taraxicum officinalis,NA,NA,NA,NA,1.05
13,8,2012,226,83,Control,Trifolium repens,NA,NA,NA,NA,0.18
4,6,2012,156,83,High,Agropyron repens,NA,NA,NA,NA,0.68
13,8,2012,226,83,High,Agropyron repens,NA,NA,NA,NA,0.58
4,6,2012,156,83,High,Andropogon gerardi,NA,NA,NA,NA,0.12
4,6,2012,156,83,High,Aristida basiramea,NA,NA,NA,NA,0.75
13,8,2012,226,83,High,Aristida basiramea,NA,NA,NA,NA,0.53
4,6,2012,156,83,High,Cyperus sp.,NA,NA,NA,NA,0
13,8,2012,226,83,High,Cyperus sp.,NA,NA,NA,NA,2.3
4,6,2012,156,83,High,Digitaria sp.,NA,NA,NA,NA,0
13,8,2012,226,83,High,Euphorbia glyptosperma,NA,NA,NA,NA,0.2
4,6,2012,156,83,High,Koeleria cristata,NA,NA,NA,NA,0.02
4,6,2012,156,83,High,Lupinus perennis,NA,NA,NA,NA,56.52
13,8,2012,226,83,High,Lupinus perennis,NA,NA,NA,NA,14.23
4,6,2012,156,83,High,,Miscellaneous litter,NA,NA,NA,3.27
13,8,2012,226,83,High,Mollugo verticillata,NA,NA,NA,NA,0.028
4,6,2012,156,83,High,Poa pratensis,NA,NA,NA,NA,0.06
4,6,2012,156,83,High,Rumex acetosella,NA,NA,NA,NA,0.01
13,8,2012,226,83,High,Rumex acetosella,NA,NA,NA,NA,0.08
4,6,2012,156,83,High,Taraxicum officinalis,NA,NA,NA,NA,0.08
13,8,2012,226,83,High,Taraxicum officinalis,NA,NA,NA,NA,0.15
4,6,2012,156,83,Low,Agropyron repens,NA,NA,NA,NA,0.77
13,8,2012,226,83,Low,Agropyron repens,NA,NA,NA,NA,0.78
13,8,2012,226,83,Low,Ambrosia artemisiifolia ,NA,elatior,NA,NA,0.2
4,6,2012,156,83,Low,Aristida basiramea,NA,NA,NA,NA,0.15
13,8,2012,226,83,Low,Aristida basiramea,NA,NA,NA,NA,0.23
13,8,2012,226,83,Low,Cyperus sp.,NA,NA,NA,NA,0.95
4,6,2012,156,83,Low,Digitaria sp.,NA,NA,NA,NA,0.05
13,8,2012,226,83,Low,Digitaria sp.,NA,NA,NA,NA,0.28
4,6,2012,156,83,Low,Lupinus perennis,NA,NA,NA,NA,61.73
13,8,2012,226,83,Low,Lupinus perennis,NA,NA,NA,NA,4.13
4,6,2012,156,83,Low,es,Miscellaneous grass,NA,NA,NA,0.04
4,6,2012,156,83,Low,,Miscellaneous litter,NA,NA,NA,7.17
4,6,2012,156,83,Low,Panicum oligosanthes,NA,NA,NA,NA,0.05
4,6,2012,156,83,Low,Panicum virgatum,NA,NA,NA,NA,0.05
4,6,2012,156,83,Low,Poa pratensis,NA,NA,NA,NA,0.03
4,6,2012,156,83,Low,Taraxicum officinalis,NA,NA,NA,NA,0.07
13,8,2012,226,83,Low,Taraxicum officinalis,NA,NA,NA,NA,0.05
6,6,2012,158,105,Control,Amorpha canescens,NA,NA,NA,NA,8.43
13,8,2012,226,105,Control,Amorpha canescens,NA,NA,NA,NA,18.65
6,6,2012,158,105,Control,Andropogon gerardi,NA,NA,NA,NA,11.15
13,8,2012,226,105,Control,Andropogon gerardi,NA,NA,NA,NA,13.85
13,8,2012,226,105,Control,Asclepias tuberosa,NA,NA,NA,NA,0.2
6,6,2012,158,105,Control,Aster azureus,NA,NA,NA,NA,17.2
6,6,2012,158,105,Control,Bouteloua gracilis,NA,NA,NA,NA,1.13
13,8,2012,226,105,Control,Bouteloua gracilis,NA,NA,NA,NA,5.83
6,6,2012,158,105,Control,Coreopsis palmata,NA,NA,NA,NA,3.65
13,8,2012,226,105,Control,Coreopsis palmata,NA,NA,NA,NA,19.63
6,6,2012,158,105,Control,Cyperus sp.,NA,NA,NA,NA,0.07
13,8,2012,226,105,Control,Cyperus sp.,NA,NA,NA,NA,0.23
6,6,2012,158,105,Control,Lespedeza capitata,NA,NA,NA,NA,1.85
13,8,2012,226,105,Control,Lespedeza capitata,NA,NA,NA,NA,5.8
6,6,2012,158,105,Control,Liatris aspera,NA,NA,NA,NA,0.82
13,8,2012,226,105,Control,Liatris aspera,NA,NA,NA,NA,149.8
6,6,2012,158,105,Control,Lupinus perennis,NA,NA,NA,NA,33.83
13,8,2012,226,105,Control,Lupinus perennis,NA,NA,NA,NA,7.23
6,6,2012,158,105,Control,,Miscellaneous litter,NA,NA,NA,12.93
13,8,2012,226,105,Control,,Miscellaneous litter,NA,NA,NA,1.08
6,6,2012,158,105,Control,Oxybaphus hirsutus,NA,NA,NA,NA,0.15
13,8,2012,226,105,Control,Panicum oligosanthes,NA,NA,NA,NA,0.4
13,8,2012,226,105,Control,Panicum virgatum,NA,NA,NA,NA,0.9
6,6,2012,158,105,Control,Petalostemum purpureum,NA,NA,NA,NA,4.17
13,8,2012,226,105,Control,Petalostemum purpureum,NA,NA,NA,NA,0.8
6,6,2012,158,105,Control,Poa pratensis,NA,NA,NA,NA,2.1
13,8,2012,226,105,Control,Poa pratensis,NA,NA,NA,NA,1.55
6,6,2012,158,105,Control,Schizachyrium scoparium,NA,NA,NA,NA,4.45
13,8,2012,226,105,Control,Schizachyrium scoparium,NA,NA,NA,NA,45.6
6,6,2012,158,105,Control,Solidago nemoralis,NA,NA,NA,NA,11.45
13,8,2012,226,105,Control,Solidago nemoralis,NA,NA,NA,NA,64.63
6,6,2012,158,105,Control,Solidago rigida,NA,NA,NA,NA,1.6
13,8,2012,226,105,Control,Solidago rigida,NA,NA,NA,NA,53.1
6,6,2012,158,105,Control,Sorghastrum nutans,NA,NA,NA,NA,0.33
13,8,2012,226,105,Control,Sorghastrum nutans,NA,NA,NA,NA,5.38
6,6,2012,158,105,Control,Sporobolus cryptandrus,NA,NA,NA,NA,0.05
6,6,2012,158,105,Control,Stipa spartea,NA,NA,NA,NA,6.75
13,8,2012,226,105,Control,Stipa spartea,NA,NA,NA,NA,11.7
6,6,2012,158,105,Control,Taraxicum officinalis,NA,NA,NA,NA,0.78
6,6,2012,158,105,High,Amorpha canescens,NA,NA,NA,NA,36
6,6,2012,158,105,High,Andropogon gerardi,NA,NA,NA,NA,15.41
13,8,2012,226,105,High,Andropogon gerardi,NA,NA,NA,NA,137.83
13,8,2012,226,105,High,Asclepias tuberosa,NA,NA,NA,NA,0.08
6,6,2012,158,105,High,Bouteloua gracilis,NA,NA,NA,NA,9.9
13,8,2012,226,105,High,Bouteloua gracilis,NA,NA,NA,NA,27.7
6,6,2012,158,105,High,Coreopsis palmata,NA,NA,NA,NA,7.14
13,8,2012,226,105,High,Coreopsis palmata,NA,NA,NA,NA,12.38
6,6,2012,158,105,High,Lespedeza capitata,NA,NA,NA,NA,11.18
13,8,2012,226,105,High,Lespedeza capitata,NA,NA,NA,NA,34.5
6,6,2012,158,105,High,Liatris aspera,NA,NA,NA,NA,21.47
13,8,2012,226,105,High,Liatris aspera,NA,NA,NA,NA,1.35
6,6,2012,158,105,High,Lupinus perennis,NA,NA,NA,NA,58.38
13,8,2012,226,105,High,Lupinus perennis,NA,NA,NA,NA,15.78
6,6,2012,158,105,High,,Miscellaneous litter,NA,NA,NA,3.49
13,8,2012,226,105,High,,Miscellaneous litter,NA,NA,NA,1
13,8,2012,226,105,High,Panicum virgatum,NA,NA,NA,NA,3.28
6,6,2012,158,105,High,Petalostemum candidum,NA,NA,NA,NA,0.39
13,8,2012,226,105,High,Petalostemum candidum,NA,NA,NA,NA,12.05
6,6,2012,158,105,High,Petalostemum purpureum,NA,NA,NA,NA,14.3
13,8,2012,226,105,High,Petalostemum purpureum,NA,NA,NA,NA,19.7
